Sira,MAHALLE,IL,ILCE
23547,KÜTÜKLÜ,MERSİN,TARSUS
23548,ÖZLÜCE,MERSİN,TARSUS
23549,TEKELİÖREN,MERSİN,TARSUS
23550,TEPEÇAYLAK,MERSİN,TARSUS
23551,TOPÇU,MERSİN,TARSUS
23552,YÜKSEK,MERSİN,TARSUS
23553,ATATÜRK,MERSİN,TARSUS
23554,ARPAÇSAKARLAR,MERSİN,TOROSLAR
23555,MEVLANA,MERSİN,TOROSLAR
23556,ARSLANKÖY,MERSİN,TOROSLAR
23557,HAMZABEYLİ,MERSİN,TOROSLAR
23558,RESULKÖY,MERSİN,TOROSLAR
23559,IŞIKTEPE,MERSİN,TOROSLAR
23560,YÜKSEKOLUK,MERSİN,TOROSLAR
23561,GÖZNE,MERSİN,TOROSLAR
23562,SOĞUCAK,MERSİN,TOROSLAR
23563,ÇAĞLARCA,MERSİN,TOROSLAR
23564,DEĞNEK,MERSİN,TOROSLAR
23565,KAVAKLIPINAR,MERSİN,TOROSLAR
23566,KURUDERE,MERSİN,TOROSLAR
23567,TIRTAR,MERSİN,TOROSLAR
23568,YAVCA,MERSİN,TOROSLAR
23569,AYVAGEDİĞİ,MERSİN,TOROSLAR
23570,GÜZELYAYLA,MERSİN,TOROSLAR
23571,BEKİRALANI,MERSİN,TOROSLAR
23572,ÇANDIR,MERSİN,TOROSLAR
23573,DARISEKİSİ,MERSİN,TOROSLAR
23574,DEĞİRMENDERE,MERSİN,TOROSLAR
23575,HOROZLU,MERSİN,TOROSLAR
23576,KIZILKAYA,MERSİN,TOROSLAR
23577,MUSALI,MERSİN,TOROSLAR
23578,ŞAHİNPINARI,MERSİN,TOROSLAR
23579,ALANYALI,MERSİN,TOROSLAR
23580,ATLILAR,MERSİN,TOROSLAR
23581,DORUKLU,MERSİN,TOROSLAR
23582,ALADAĞ,MERSİN,TOROSLAR
23583,YENİKÖY,MERSİN,TOROSLAR
23584,ÇAMLIDERE,MERSİN,TOROSLAR
23585,ÇELEBİLİ,MERSİN,TOROSLAR
23586,ÇOPURLU,MERSİN,TOROSLAR
23587,DALAKDERE,MERSİN,TOROSLAR
23588,EVRENLİ,MERSİN,TOROSLAR
23589,KAYRAKKEŞLİ,MERSİN,TOROSLAR
23590,KEPİRLİ,MERSİN,TOROSLAR
23591,KERİMLER,MERSİN,TOROSLAR
23592,KORUCULAR,MERSİN,TOROSLAR
23593,ALSANCAK,MERSİN,TOROSLAR
23594,SAĞLIK,MERSİN,TOROSLAR
23595,ZEKİ AYAN,MERSİN,TOROSLAR
23596,KAŞLI,MERSİN,TOROSLAR
23597,DEMİRTAŞ,MERSİN,TOROSLAR
23598,TOROSLAR,MERSİN,TOROSLAR
23599,TURUNÇLU,MERSİN,TOROSLAR
23600,SELÇUKLAR,MERSİN,TOROSLAR
23601,KURDALİ,MERSİN,TOROSLAR
23602,PORTAKAL,MERSİN,TOROSLAR
23603,TOZKOPARAN,MERSİN,TOROSLAR
23604,DÜĞDÜÖREN,MERSİN,TOROSLAR
23605,AKBELEN,MERSİN,TOROSLAR
23606,KORUKENT,MERSİN,TOROSLAR
23607,ÇAĞDAŞKENT,MERSİN,TOROSLAR
23608,KARAİSALI,MERSİN,TOROSLAR
23609,TURGUT TÜRKALP,MERSİN,TOROSLAR
23610,YALINAYAK,MERSİN,TOROSLAR
23611,ÇAVUŞLU,MERSİN,TOROSLAR
23612,GÜNEYKENT,MERSİN,TOROSLAR
23613,YUSUF KILIÇ,MERSİN,TOROSLAR
23614,MİTHAT TOROĞLU,MERSİN,TOROSLAR
23615,BULUKLU,MERSİN,TOROSLAR
23616,HALKKENT,MERSİN,TOROSLAR
23617,ÇUKUROVA,MERSİN,TOROSLAR
23618,H.OKAN MERZECİ,MERSİN,TOROSLAR
23619,OSMANİYE,MERSİN,TOROSLAR
23620,MUSTAFA KEMAL,MERSİN,TOROSLAR
23621,CUMHURİYET,MERSİN,YENİŞEHİR
23622,PİRİREİS,MERSİN,YENİŞEHİR
23623,BAHÇELİEVLER,MERSİN,YENİŞEHİR
23624,FUAT MOREL,MERSİN,YENİŞEHİR
23625,PALMİYE,MERSİN,YENİŞEHİR
23626,GÖKÇEBELEN,MERSİN,YENİŞEHİR
23627,LİMONLUK,MERSİN,YENİŞEHİR
23628,DUMLUPINAR,MERSİN,YENİŞEHİR
23629,GAZİ,MERSİN,YENİŞEHİR
23630,AYDINLIKEVLER,MERSİN,YENİŞEHİR
23631,İNÖNÜ,MERSİN,YENİŞEHİR
23632,50. YIL,MERSİN,YENİŞEHİR
23633,KOCAVİLAYET,MERSİN,YENİŞEHİR
23634,BARBAROS,MERSİN,YENİŞEHİR
23635,BATIKENT,MERSİN,YENİŞEHİR
23636,GÜVENEVLER,MERSİN,YENİŞEHİR
23637,HÜRRİYET,MERSİN,YENİŞEHİR
23638,MENTEŞ,MERSİN,YENİŞEHİR
23639,KOCAHAMZALI,MERSİN,YENİŞEHİR
23640,DEĞİRMENÇAY,MERSİN,YENİŞEHİR
23641,ÇAVAK,MERSİN,YENİŞEHİR
23642,EMİRLER,MERSİN,YENİŞEHİR
23643,KUZEYKENT,MERSİN,YENİŞEHİR
23644,DENİZ,MERSİN,YENİŞEHİR
23645,ÇİFTLİKKÖY,MERSİN,YENİŞEHİR
23646,AKKENT,MERSİN,YENİŞEHİR
23647,EĞRİÇAM,MERSİN,YENİŞEHİR
23648,ÇUKURKEŞLİ,MERSİN,YENİŞEHİR
23649,TURUNÇLU,MERSİN,YENİŞEHİR
23650,İNSU,MERSİN,YENİŞEHİR
23651,KARAHACILI,MERSİN,YENİŞEHİR
23652,UZUNKAŞ,MERSİN,YENİŞEHİR
25375,ASLANLI,OSMANİYE,BAHÇE
25376,BAHÇELİEVLER,OSMANİYE,BAHÇE
25377,CUMHURİYET,OSMANİYE,BAHÇE
25378,ÇAMLICA,OSMANİYE,BAHÇE
25379,ESENTEPE,OSMANİYE,BAHÇE
25380,İSLAM,OSMANİYE,BAHÇE
25381,İSTİKLAL,OSMANİYE,BAHÇE
25382,KALE,OSMANİYE,BAHÇE
25383,KARŞIYAKA,OSMANİYE,BAHÇE
25384,YENİ,OSMANİYE,BAHÇE
25385,YEŞİLYURT,OSMANİYE,BAHÇE
25386,MERKEZ,OSMANİYE,DÜZİÇİ
25387,ÇUKUROBA,OSMANİYE,DÜZİÇİ
25388,ŞEHİT HÜSEYİN SARI,OSMANİYE,DÜZİÇİ
25389,KATOBASI,OSMANİYE,DÜZİÇİ
25390,YEŞİLYURT,OSMANİYE,DÜZİÇİ
25391,DEMİRCİLER,OSMANİYE,DÜZİÇİ
25392,KÜRT MAHMUTLAR,OSMANİYE,DÜZİÇİ
25393,BOYALI,OSMANİYE,DÜZİÇİ
25394,CELLİLER,OSMANİYE,DÜZİÇİ
25395,DÜMBÜRDEK,OSMANİYE,DÜZİÇİ
25396,KARŞIYAKA,OSMANİYE,DÜZİÇİ
25397,KURTBEYOĞLU,OSMANİYE,DÜZİÇİ
25398,KURTULUŞ,OSMANİYE,DÜZİÇİ
25399,UZUNBANI,OSMANİYE,DÜZİÇİ
25400,ÜZÜMLÜ,OSMANİYE,DÜZİÇİ
25401,YENİCE HARUNİYE,OSMANİYE,DÜZİÇİ
25402,YEŞİLOVA,OSMANİYE,DÜZİÇİ
25403,HACILAR,OSMANİYE,DÜZİÇİ
25404,HÜRRİYET,OSMANİYE,DÜZİÇİ
25405,ŞEHİT KEMAL KESKİN,OSMANİYE,DÜZİÇİ
25406,KARLICA,OSMANİYE,DÜZİÇİ
25407,KARACAOĞLAN,OSMANİYE,DÜZİÇİ
25408,ÇİFTLİK,OSMANİYE,DÜZİÇİ
25409,BOĞAZİÇİ,OSMANİYE,DÜZİÇİ
25410,CUMHURİYET,OSMANİYE,DÜZİÇİ
25411,YEŞİLBAYIR,OSMANİYE,DÜZİÇİ
25412,İRFANLI,OSMANİYE,DÜZİÇİ
25413,İSTİKLAL,OSMANİYE,DÜZİÇİ
25414,HARUNİYE,OSMANİYE,DÜZİÇİ
25415,ÇAMİÇİ,OSMANİYE,DÜZİÇİ
25416,GÖKYILDIZ,OSMANİYE,DÜZİÇİ
25417,ÇİRAZ,OSMANİYE,DÜZİÇİ
25418,ŞEHİT ALİ GÖKÇE,OSMANİYE,DÜZİÇİ
25419,MERKEZ,OSMANİYE,DÜZİÇİ
25420,PEÇENEK,OSMANİYE,DÜZİÇİ
25421,AYDINLAR,OSMANİYE,DÜZİÇİ
25422,SOYLAR,OSMANİYE,DÜZİÇİ
25423,ÇEVLİK,OSMANİYE,DÜZİÇİ
25424,MERKEZ,OSMANİYE,DÜZİÇİ
25425,KARAÇARLI,OSMANİYE,DÜZİÇİ
25426,KARACAÖREN,OSMANİYE,DÜZİÇİ
25427,CUMHURİYET,OSMANİYE,HASANBEYLİ
25428,HÜRRİYET,OSMANİYE,HASANBEYLİ
25429,MERKEZ,OSMANİYE,HASANBEYLİ
25430,YEŞİLYURT,OSMANİYE,HASANBEYLİ
25431,BAĞ,OSMANİYE,KADİRLİ
25432,CEMALPAŞA,OSMANİYE,KADİRLİ
25433,CENGİZ TOPEL,OSMANİYE,KADİRLİ
25434,DERVİŞPAŞA,OSMANİYE,KADİRLİ
25435,DERE,OSMANİYE,KADİRLİ
25436,KURTULUŞ,OSMANİYE,KADİRLİ
25437,PAZAR,OSMANİYE,KADİRLİ
25438,TUFANPAŞA,OSMANİYE,KADİRLİ
25439,7 MART,OSMANİYE,KADİRLİ
25440,SAVRUN,OSMANİYE,KADİRLİ
25441,ŞEHİT İBRAHİM KUNDAKÇI,OSMANİYE,KADİRLİ
25442,ŞEHİT HALİS ŞİŞMAN,OSMANİYE,KADİRLİ
25443,ŞEHİT KANSU KÜÇÜKATEŞ,OSMANİYE,KADİRLİ
25444,ŞEHİT MEHMET HALLAÇ,OSMANİYE,KADİRLİ
25445,ŞEHİT MEHMET DELİKUŞ,OSMANİYE,KADİRLİ
25446,ŞEHİT MUSTAFA YAĞIZ,OSMANİYE,KADİRLİ
25447,ŞEHİT ORHAN GÖK,OSMANİYE,KADİRLİ
25448,ŞEHİT VEDAT KOCADALLI,OSMANİYE,KADİRLİ
25449,YEŞİLTEPE,OSMANİYE,KADİRLİ
25450,YENİ,OSMANİYE,KADİRLİ
25451,CUMHURİYET,OSMANİYE,MERKEZ
25452,KARATAŞ,OSMANİYE,MERKEZ
25453,KOCATEPE,OSMANİYE,MERKEZ
25454,YEŞİLTEPE,OSMANİYE,MERKEZ
25455,ALİBEKİRLİ,OSMANİYE,OSMANİYE-İL MERKEZİ
25456,ALİBEYLİ,OSMANİYE,OSMANİYE-İL MERKEZİ
25457,BAŞ,OSMANİYE,OSMANİYE-İL MERKEZİ
25458,CUMHURİYET,OSMANİYE,OSMANİYE-İL MERKEZİ
25459,DR.İHSAN GÖKNEL,OSMANİYE,OSMANİYE-İL MERKEZİ
25460,DUMLUPINAR,OSMANİYE,OSMANİYE-İL MERKEZİ
25461,FATİH,OSMANİYE,OSMANİYE-İL MERKEZİ
25462,GEBELİ,OSMANİYE,OSMANİYE-İL MERKEZİ
25463,HACIOSMANLI,OSMANİYE,OSMANİYE-İL MERKEZİ
25464,HARAZ,OSMANİYE,OSMANİYE-İL MERKEZİ
25465,EYÜP SULTAN,OSMANİYE,OSMANİYE-İL MERKEZİ
25466,KARAÇAY,OSMANİYE,OSMANİYE-İL MERKEZİ
25467,KAZIM KARABEKİR,OSMANİYE,OSMANİYE-İL MERKEZİ
25468,KURTULUŞ,OSMANİYE,OSMANİYE-İL MERKEZİ
25469,MARAŞAL FEVZİ ÇAKMAK,OSMANİYE,OSMANİYE-İL MERKEZİ
25470,MİMAR SİNAN,OSMANİYE,OSMANİYE-İL MERKEZİ
25471,MEHMET AKİF ERSOY,OSMANİYE,OSMANİYE-İL MERKEZİ
25472,ŞİRİNEVLER,OSMANİYE,OSMANİYE-İL MERKEZİ
25473,RAHİME HATUN,OSMANİYE,OSMANİYE-İL MERKEZİ
25474,RAUF BEY,OSMANİYE,OSMANİYE-İL MERKEZİ
25475,RIZAİYE,OSMANİYE,OSMANİYE-İL MERKEZİ
25476,SELİMİYE,OSMANİYE,OSMANİYE-İL MERKEZİ
25477,İSTİKLAL,OSMANİYE,OSMANİYE-İL MERKEZİ
25478,ULAŞLI,OSMANİYE,OSMANİYE-İL MERKEZİ
25479,YAVERPAŞA,OSMANİYE,OSMANİYE-İL MERKEZİ
25480,YEŞİLYURT,OSMANİYE,OSMANİYE-İL MERKEZİ
25481,YEDİOCAK,OSMANİYE,OSMANİYE-İL MERKEZİ
25482,YENİ,OSMANİYE,OSMANİYE-İL MERKEZİ
25483,YILDIRIM BEYAZIT,OSMANİYE,OSMANİYE-İL MERKEZİ
25484,YUNUS EMRE,OSMANİYE,OSMANİYE-İL MERKEZİ
25485,VATAN,OSMANİYE,OSMANİYE-İL MERKEZİ
25486,ADNAN MENDERES,OSMANİYE,OSMANİYE-İL MERKEZİ
25487,AHMET YESEVİ,OSMANİYE,OSMANİYE-İL MERKEZİ
25488,MEVLANA,OSMANİYE,OSMANİYE-İL MERKEZİ
25489,ESENEVLER,OSMANİYE,OSMANİYE-İL MERKEZİ
25490,FAKIUŞAĞI,OSMANİYE,OSMANİYE-İL MERKEZİ
25491,KORKUT ATA,OSMANİYE,OSMANİYE-İL MERKEZİ
25492,AKYAR,OSMANİYE,OSMANİYE-İL MERKEZİ
25493,ARMAĞANLI,OSMANİYE,SUMBAS
25494,CUMHURİYET,OSMANİYE,SUMBAS
25495,YENİ,OSMANİYE,SUMBAS
25496,KARAÖMERLİ,OSMANİYE,SUMBAS
25497,DÖĞENLİ,OSMANİYE,SUMBAS
25498,DAĞISTAN,OSMANİYE,TOPRAKKALE
25499,TEPE,OSMANİYE,TOPRAKKALE
25500,KIŞLA,OSMANİYE,TOPRAKKALE
25501,KARATAŞ,OSMANİYE,TOPRAKKALE
25502,ÇAMLIKEVLER,OSMANİYE,TOPRAKKALE
25503,GÖÇMENLER,OSMANİYE,TOPRAKKALE
25504,KUMARLI,OSMANİYE,TOPRAKKALE
25505,FATİH SULTAN MEHMET,OSMANİYE,TOPRAKKALE
25506,CUMHURİYET,OSMANİYE,TOPRAKKALE
25507,FATİH,OSMANİYE,TOPRAKKALE
25508,BÜYÜKTÜYSÜZ,OSMANİYE,TOPRAKKALE
25509,SAZLIK,OSMANİYE,TOPRAKKALE
27648,ATABAĞI,SİİRT,BAYKAN
27649,CEFAN,SİİRT,BAYKAN
27650,HAVEL,SİİRT,BAYKAN
27651,İNÖNÜ,SİİRT,BAYKAN
27652,KARŞIYAKA,SİİRT,BAYKAN
27653,YENİDOĞAN,SİİRT,BAYKAN
27654,ATATÜRK,SİİRT,BAYKAN
27655,ŞEYHOSMAN,SİİRT,BAYKAN
27656,ÇAY,SİİRT,BAYKAN
27657,DİH,SİİRT,ERUH
27658,FATİH,SİİRT,ERUH
27659,SARIGÜL,SİİRT,ERUH
27660,BAĞLAR,SİİRT,KURTALAN
27661,ÇEŞME,SİİRT,KURTALAN
27662,KAYALI,SİİRT,KURTALAN
27663,KÜLTÜR,SİİRT,KURTALAN
27664,SEYRANTEPE,SİİRT,KURTALAN
27665,FIRAT,SİİRT,KURTALAN
27666,SÜMER,SİİRT,KURTALAN
27667,YENİMAHALLE,SİİRT,KURTALAN
27668,YENİDOĞAN,SİİRT,KURTALAN
27669,YAYIKDERE,SİİRT,KURTALAN
27670,BAHÇELİEVLER,SİİRT,KURTALAN
27671,GÜNEY,SİİRT,KURTALAN
27672,DİCLE,SİİRT,KURTALAN
27673,CUMHURİYET,SİİRT,KURTALAN
27674,GARZAN,SİİRT,KURTALAN
27675,TEKEL,SİİRT,KURTALAN
27676,YENİMAHALLE,SİİRT,MERKEZ
27677,BAĞLAR,SİİRT,MERKEZ
27678,KOÇPINAR,SİİRT,MERKEZ
27679,GAZİ,SİİRT,PERVARİ
27680,KALE,SİİRT,PERVARİ
27681,AYDIN,SİİRT,PERVARİ
27682,ŞAKİRAN,SİİRT,PERVARİ
27683,ALAN,SİİRT,SİİRT-İL MERKEZİ
27684,ALGÜL,SİİRT,SİİRT-İL MERKEZİ
27685,DUMLUPINAR,SİİRT,SİİRT-İL MERKEZİ
27686,KARAKOL,SİİRT,SİİRT-İL MERKEZİ
27687,TINAZTEPE,SİİRT,SİİRT-İL MERKEZİ
27688,ULUS,SİİRT,SİİRT-İL MERKEZİ
27689,YENİMAHALLE,SİİRT,SİİRT-İL MERKEZİ
27690,HALENZÊ,SİİRT,SİİRT-İL MERKEZİ
27691,AFETKONUTLARI,SİİRT,SİİRT-İL MERKEZİ
27692,BAHÇELİEVLER,SİİRT,SİİRT-İL MERKEZİ
27693,BATI,SİİRT,SİİRT-İL MERKEZİ
27694,CONKBAYIR,SİİRT,SİİRT-İL MERKEZİ
27695,ÇAL,SİİRT,SİİRT-İL MERKEZİ
27696,DOĞAN,SİİRT,SİİRT-İL MERKEZİ
27697,BARIŞ,SİİRT,SİİRT-İL MERKEZİ
27698,İNÖNÜ,SİİRT,SİİRT-İL MERKEZİ
27699,KOOPERATİF,SİİRT,SİİRT-İL MERKEZİ
27700,SAKARYA,SİİRT,SİİRT-İL MERKEZİ
27701,ÜLKÜ,SİİRT,SİİRT-İL MERKEZİ
27702,VEYSEL KARANİ,SİİRT,SİİRT-İL MERKEZİ
27703,BAĞCILAR,SİİRT,ŞİRVAN
27704,KÜFRE,SİİRT,ŞİRVAN
27705,SİT,SİİRT,ŞİRVAN
27706,KIRTEPE,SİİRT,ŞİRVAN
27707,FATİH,SİİRT,ŞİRVAN
27708,FAKİRULLAH,SİİRT,TİLLO
27709,MÜCAHİT,SİİRT,TİLLO
27710,SAYDANLAR,SİİRT,TİLLO
28014,BUKET,ŞANLIURFA,AKÇAKALE
28015,KIRMITLI,ŞANLIURFA,AKÇAKALE
28016,BULUTLU,ŞANLIURFA,AKÇAKALE
28017,ŞEHİTNUSRETBEY,ŞANLIURFA,AKÇAKALE
28018,ŞANLI,ŞANLIURFA,AKÇAKALE
28019,PEKMEZLİ,ŞANLIURFA,AKÇAKALE
28020,AŞAĞIDEREN,ŞANLIURFA,AKÇAKALE
28021,ERECEK,ŞANLIURFA,AKÇAKALE
28022,GÖLBAŞI,ŞANLIURFA,AKÇAKALE
28023,CEYLANLI,ŞANLIURFA,AKÇAKALE
28024,FATİH SULTAN MEHMET,ŞANLIURFA,AKÇAKALE
28025,FEVZİ ÇAKMAK,ŞANLIURFA,AKÇAKALE
28026,HÜRRİYET,ŞANLIURFA,AKÇAKALE
28027,ATATÜRK,ŞANLIURFA,AKÇAKALE
28028,YENİ,ŞANLIURFA,AKÇAKALE
28029,ACIKUYU,ŞANLIURFA,AKÇAKALE
28030,AKBİLEK,ŞANLIURFA,AKÇAKALE
28031,AKÇALI,ŞANLIURFA,AKÇAKALE
28032,AKÇAKÖY,ŞANLIURFA,AKÇAKALE
28033,AKDİKEN,ŞANLIURFA,AKÇAKALE
28034,AKSAHRINÇ,ŞANLIURFA,AKÇAKALE
28035,ALATLAR,ŞANLIURFA,AKÇAKALE
28036,ALINCAK,ŞANLIURFA,AKÇAKALE
28037,ARICAN,ŞANLIURFA,AKÇAKALE
28038,AYYILDIZ,ŞANLIURFA,AKÇAKALE
28039,BİLECE,ŞANLIURFA,AKÇAKALE
28040,BOLATLAR,ŞANLIURFA,AKÇAKALE
28041,BÜYÜKTAŞ,ŞANLIURFA,AKÇAKALE
28042,BÜYÜKTOKAÇ,ŞANLIURFA,AKÇAKALE
28043,CEVHER,ŞANLIURFA,AKÇAKALE
28044,DÜZCE,ŞANLIURFA,AKÇAKALE
28045,EKİNYAZI,ŞANLIURFA,AKÇAKALE
28046,GÜLVEREN,ŞANLIURFA,AKÇAKALE
28047,GÜNDAŞ,ŞANLIURFA,AKÇAKALE
28048,GÜNEREN,ŞANLIURFA,AKÇAKALE
28049,GÜVENÇ,ŞANLIURFA,AKÇAKALE
28050,İKİZCE,ŞANLIURFA,AKÇAKALE
28051,KEÇİLİ,ŞANLIURFA,AKÇAKALE
28052,KEPEZLİ,ŞANLIURFA,AKÇAKALE
28053,KILIÇLI,ŞANLIURFA,AKÇAKALE
28054,NARLIOVA,ŞANLIURFA,AKÇAKALE
28055,OHALİ,ŞANLIURFA,AKÇAKALE
28056,ONORTAK,ŞANLIURFA,AKÇAKALE
28057,ÖNCÜL,ŞANLIURFA,AKÇAKALE
28058,SAKÇA,ŞANLIURFA,AKÇAKALE
28059,SALİHLER,ŞANLIURFA,AKÇAKALE
28060,SEVİMLİ,ŞANLIURFA,AKÇAKALE
28061,TATLICA,ŞANLIURFA,AKÇAKALE
28062,TOPÇU,ŞANLIURFA,AKÇAKALE
28063,UĞURHAN,ŞANLIURFA,AKÇAKALE
28064,VİZE,ŞANLIURFA,AKÇAKALE
28065,YAZLICA,ŞANLIURFA,AKÇAKALE
28066,YEŞERTİ,ŞANLIURFA,AKÇAKALE
28067,YUKARIDEREN,ŞANLIURFA,AKÇAKALE
28068,ZENGİNOVA,ŞANLIURFA,AKÇAKALE
28069,ZORLU,ŞANLIURFA,AKÇAKALE
28070,AKKEÇİ,ŞANLIURFA,AKÇAKALE
28071,AŞAĞI BEĞDEŞ,ŞANLIURFA,AKÇAKALE
28072,AŞAĞI ÇİNPOLAT,ŞANLIURFA,AKÇAKALE
28073,AYRANLI,ŞANLIURFA,AKÇAKALE
28074,BAYKUŞ,ŞANLIURFA,AKÇAKALE
28075,BOYBEYİ,ŞANLIURFA,AKÇAKALE
28076,BÜYÜK NANELİ,ŞANLIURFA,AKÇAKALE
28077,ÇAKIRLAR,ŞANLIURFA,AKÇAKALE
28078,DENİZ,ŞANLIURFA,AKÇAKALE
28079,DİBEK,ŞANLIURFA,AKÇAKALE
28080,DONANDI,ŞANLIURFA,AKÇAKALE
28081,DORUMALİ,ŞANLIURFA,AKÇAKALE
28082,EDEBEY,ŞANLIURFA,AKÇAKALE
28083,EKE,ŞANLIURFA,AKÇAKALE
28084,ERDEMLER,ŞANLIURFA,AKÇAKALE
28085,GEÇİTTEPE,ŞANLIURFA,AKÇAKALE
28086,HACIEKBER,ŞANLIURFA,AKÇAKALE
28087,NUSRETİYE,ŞANLIURFA,AKÇAKALE
28088,İNCEDERE,ŞANLIURFA,AKÇAKALE
28089,KARATEPE,ŞANLIURFA,AKÇAKALE
28090,KORUKLU,ŞANLIURFA,AKÇAKALE
28091,KÖSEÖREN,ŞANLIURFA,AKÇAKALE
28092,KURUDERE,ŞANLIURFA,AKÇAKALE
28093,MERMER,ŞANLIURFA,AKÇAKALE
28094,MİLKÖY,ŞANLIURFA,AKÇAKALE
28095,NİMET,ŞANLIURFA,AKÇAKALE
28096,ORTAÖREN,ŞANLIURFA,AKÇAKALE
28097,SINIRGÖREN,ŞANLIURFA,AKÇAKALE
28098,UĞRAKLI,ŞANLIURFA,AKÇAKALE
28099,UĞURTAŞ,ŞANLIURFA,AKÇAKALE
28100,YAĞMURALAN,ŞANLIURFA,AKÇAKALE
28101,YEDİYOL,ŞANLIURFA,AKÇAKALE
28102,YUKARI BEĞDEŞ,ŞANLIURFA,AKÇAKALE
28103,YUKARI ÇİNPOLAT,ŞANLIURFA,AKÇAKALE
28104,YUSUFBEY,ŞANLIURFA,AKÇAKALE
28105,KAYACA,ŞANLIURFA,AKÇAKALE
28106,ASLANLI,ŞANLIURFA,AKÇAKALE
28107,BÜYÜCEK,ŞANLIURFA,AKÇAKALE
28108,TUZLUCA,ŞANLIURFA,AKÇAKALE
28109,KELEBEK,ŞANLIURFA,AKÇAKALE
28110,ŞEFKAT,ŞANLIURFA,AKÇAKALE
28111,MENZİL,ŞANLIURFA,AKÇAKALE
28112,OKAYLAR,ŞANLIURFA,AKÇAKALE
28113,YALINLI,ŞANLIURFA,AKÇAKALE
28114,KAYALIK,ŞANLIURFA,AKÇAKALE
28115,ZEYTİNDALI,ŞANLIURFA,AKÇAKALE
28116,AYDINLI,ŞANLIURFA,AKÇAKALE
28117,SEYRANTEPE,ŞANLIURFA,AKÇAKALE
28118,ÇUKURCA,ŞANLIURFA,AKÇAKALE
28119,YUKARI ÇUKURCA,ŞANLIURFA,AKÇAKALE
28120,ÇOKALAN,ŞANLIURFA,AKÇAKALE
28121,ÇÖMLEKÇİ,ŞANLIURFA,AKÇAKALE
28122,MAVİTAŞ,ŞANLIURFA,AKÇAKALE
28123,ŞAHİNSOYLU,ŞANLIURFA,AKÇAKALE
28124,FİŞENGE,ŞANLIURFA,AKÇAKALE
28125,ORTADEREN,ŞANLIURFA,AKÇAKALE
28126,OSMANLI,ŞANLIURFA,AKÇAKALE
28127,KÜÇÜK HACIEKBER,ŞANLIURFA,AKÇAKALE
28128,TURGUT ÖZAL,ŞANLIURFA,AKÇAKALE
28129,YENİŞEHİR,ŞANLIURFA,AKÇAKALE
28130,SÜLEYMANŞAH,ŞANLIURFA,AKÇAKALE
28131,ADNAN MENDERES,ŞANLIURFA,AKÇAKALE
28132,ŞAHİNLER,ŞANLIURFA,AKÇAKALE
28133,TAŞKINLAR,ŞANLIURFA,AKÇAKALE
28134,YUKARI KARABAŞ,ŞANLIURFA,BİRECİK
28135,HAN,ŞANLIURFA,BİRECİK
28136,SÖĞÜRTLEN,ŞANLIURFA,BİRECİK
28137,KARABABA,ŞANLIURFA,BİRECİK
28138,AYRAN,ŞANLIURFA,BİRECİK
28139,MEZRA,ŞANLIURFA,BİRECİK
28140,DAĞGÖREN,ŞANLIURFA,BİRECİK
28141,ABDALLI,ŞANLIURFA,BİRECİK
28142,AKARÇAY,ŞANLIURFA,BİRECİK
28143,ALMAŞAR,ŞANLIURFA,BİRECİK
28144,ALTINOVA,ŞANLIURFA,BİRECİK
28145,ARSLANLI,ŞANLIURFA,BİRECİK
28146,AŞAĞIALMAŞAR,ŞANLIURFA,BİRECİK
28147,AŞAĞI EŞME,ŞANLIURFA,BİRECİK
28148,AŞAĞI FATMACIK,ŞANLIURFA,BİRECİK
28149,AŞAĞI HABİB,ŞANLIURFA,BİRECİK
28150,AŞAĞI KARKUTLU,ŞANLIURFA,BİRECİK
28151,AŞAĞI KUYUCAK,ŞANLIURFA,BİRECİK
28152,BAĞLARBAŞI,ŞANLIURFA,BİRECİK
28153,BENTBAHÇESİ,ŞANLIURFA,BİRECİK
28154,BOZDERE,ŞANLIURFA,BİRECİK
28155,ÇİÇEKALAN,ŞANLIURFA,BİRECİK
28156,ÇİFTLİKKÖY,ŞANLIURFA,BİRECİK
28157,ÇOĞAN,ŞANLIURFA,BİRECİK
28158,DİKTEPE,ŞANLIURFA,BİRECİK
28159,DİVRİĞİ,ŞANLIURFA,BİRECİK
28160,DORUCAK,ŞANLIURFA,BİRECİK
28161,DUYDUK,ŞANLIURFA,BİRECİK
28162,DÜZLÜCE,ŞANLIURFA,BİRECİK
28163,GEÇİTTEPE,ŞANLIURFA,BİRECİK
28164,GÖKTEPE,ŞANLIURFA,BİRECİK
28165,GÜNIŞIĞI,ŞANLIURFA,BİRECİK
28166,GÜVENİR,ŞANLIURFA,BİRECİK
28167,İNCİRLİ,ŞANLIURFA,BİRECİK
28168,İNCİRLİDERE,ŞANLIURFA,BİRECİK
28169,İNNAPLI,ŞANLIURFA,BİRECİK
28170,KESKİNCE,ŞANLIURFA,BİRECİK
28171,KOCAALİ,ŞANLIURFA,BİRECİK
28172,KONAKKÖY,ŞANLIURFA,BİRECİK
28173,KÖMAĞIL,ŞANLIURFA,BİRECİK
28174,KURUCAHÖYÜK,ŞANLIURFA,BİRECİK
28175,GÜZELYURT,ŞANLIURFA,BİRECİK
28176,MENGELLİ,ŞANLIURFA,BİRECİK
28177,METELER,ŞANLIURFA,BİRECİK
28178,ORTAFATMACIK,ŞANLIURFA,BİRECİK
